original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,manual_sentiment
klimahysterie,hysterie,"['hysterie', 'hysterien']",hysterie,f,"['klimahysterie', 'klimahysterien']","['Konversionsstörung', 'Aufriss', 'Haupt- und Staatsaktion', 'Gemach', 'Medienhype', 'Ballyhoo', 'Gesums', 'Furore', 'Wirbel', '(inszenierte) Begeisterung', 'Aufsehen', 'Getrommel', 'Massenhysterie', 'Theaterdonner', 'Federlesen', 'Aufhebens', 'Hype', 'Medienrummel', 'Sturm im Wasserglas', 'Theater', 'Hysterie', 'Geschiss', 'Gehabe', 'Trara', 'Buhei', 'Reklamerummel', '(künstliche) Aufregung', 'Getöse', 'Bohei', 'Rummel', 'Aufregung', 'Aufruhr', 'Tamtam', 'Aufgeregtheit', 'Masseneuphorie', 'Schaumschlägerei', 'Getue']","['Rückstellung', 'Rezeption', 'Rücklage', 'Lesen', 'Durcharbeiten', 'Schlagzeug', 'Dröhnen', 'Drumset', 'Lektüre', 'Brausen', 'Perkussion', 'Donner', 'Rückhalt']","['Rücklage', 'Rückstellung', 'Rückhalt', 'Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion']","['fear', 'fearfulness', 'fright', 'emotion', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['übermäßige oder unkontrollierbare Angst', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'ein Anfall von Hysterie']",['hype'],['hype'],hysterie,hysteri,hystery,hysteri,,,,,"['hysterie', 'hysteriker']","['hype', 'hysterie', 'hysteriker']",positive
klimahysteriker,hysteriker,"['hysteriker', 'hysterikers', 'hysterikern']",hysteriker,m,"['klimahysteriker', 'klimahysterikers', 'klimahysterikern']",[],[],[],,person,[],[],[],hysterik,hysterik,hysterik,hyster,,,,,"['hysteriker', 'hysterie']","['hysteriker', 'hysterie']",neutral
klimahölle,hölle,"['höllen', 'hölle']",hölle,f,"['klimahöllen', 'klimahölle']","['Hölle', 'Orkus', 'Qual', 'Tiefe', 'Inferno', 'Strapaze', 'Unterwelt', 'Quälerei', 'Hades', 'Pein', 'Schattenreich', 'Agonie', 'Schlund', 'Abgrund', 'Tortur']","['Areal', 'Territorium', 'Gegend', 'Gebiet', 'Herrschaftsgebiet', 'Lebensdauer', 'Reich', 'Raum', 'Nutzungsdauer', 'Imperium', 'Herrschaftsbereich']","['Areal', 'Gebiet', 'Raum', 'Gegend', 'Territorium', 'Areal', 'Gebiet', 'Raum', 'Gegend', 'Territorium', 'Bezirk', 'Kreis', 'Landstrich', 'Ausschnitt', 'Bereich', 'Stück', 'Abschnitt', 'Fragment', 'Fetzen', 'Teil', 'Bruchstück', 'Stückchen', 'Segment', 'Teilbereich', 'Unvollendetes', 'Spektakel', 'Event', 'Hypeevent', 'Großereignis', 'Spektakulum', 'Hype-Event', 'besonderes Ereignis', 'Ausschnitt', 'Bereich', 'Stück', 'Abschnitt', 'Fragment', 'Fetzen', 'Teil', 'Bruchstück', 'Stückchen', 'Segment', 'Teilbereich', 'Unvollendetes', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['low pitch', 'low frequency', 'pitch', 'sound property', 'property', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein tiefer Ton, der laut und voluminös ist', 'ein schweres Leiden', 'die kriminelle Klasse']",[],[],holl,hölle,hölle,holl,,,,,,[],negative
klimahüpfer,hüpfer,"['hüpfers', 'hüpfern', 'hüpfer']",hüpfer,m,"['klimahüpfers', 'klimahüpfern', 'klimahüpfer']","['Hüpfer', 'Hopser', 'kleiner Sprung']","['geht zur Schule', 'Zögling', 'Schulmädchen', 'Schüler', 'Schülerin', 'Schulkind', 'Schulbub', 'Schuljunge']","['Schüler', 'Zögling', 'Schuljunge', 'Schulbub', 'Schulkind', 'geht zur Schule', 'Schulmädchen', 'Schülerin']",[],person,[None],[],[],hupf,hüpfer,hüpfer,hupf,,,,,,[],negative
klimaideologie,ideologie,"['ideologien', 'ideologie']",ideologie,f,"['klimaideologien', 'klimaideologie']","['wes Sinnes', 'Gesinnung', 'Ideologie', 'Grundeinstellung', 'Weltanschauung', 'Denkungsart', 'Ideenlehre', 'welchen Sinnes', 'Weltverständnis', 'Sinnesart', 'Geisteshaltung', 'geistiger Standort', 'Weltbild', 'Sicht der Dinge', 'wes Geistes Kind', 'Wertauffassung', 'welches Sinnes', 'Grundhaltung', 'Denke', 'Auffassung vom Leben', 'Weltsicht', 'ideologischer Standort', 'Weltauffassung', 'Denkweise', 'Grundüberzeugung', 'Philosophie']","['Anschauung', 'Begriff', 'Idee', 'Vorstellung', 'Auffassung', 'Denkweise', 'Ausdruck']","['Idee', 'Auffassung', 'Anschauung', 'Vorstellung', 'Begriff', 'Ausdruck', 'Denkweise']","['view', 'position', 'perspective', 'orientation', 'attitude', 'mental attitude', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine umfassende Sicht auf die Welt und das menschliche Leben', 'imaginäre oder visionäre Theorienbildung']",[],[],ideologie,ideologi,ideolog,ideologi,,,,,,[],neutral
klimaikone,ikone,"['ikone', 'ikonen']",ikone,f,"['klimaikone', 'klimaikonen']","['Idol', 'leuchtendes Beispiel', 'Vorbild', 'Musterschüler', 'geweihtes Tafelbild', 'besondere Werte verkörpernde Person', 'lebende Legende', 'Galionsfigur', 'Kultbild', 'Säulenheiliger', 'Leitbild', 'Mythos', 'leuchtendes Vorbild', 'Ikon', 'Ikone', 'Andachtsbild']",[],[],"['ideal', 'idea', 'thought', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine ideale Instanz; eine perfekte Verkörperung eines Konzepts', 'ein konventionelles religiöses Gemälde in Öl auf einer kleinen Holztafel; wird in der Ostkirche verehrt', 'eine visuelle Darstellung (eines Objekts, einer Szene, einer Person oder einer Abstraktion) auf einer Oberfläche']",[],[],iko,ikon,ikon,ikon,,,,,,[],neutral
klimainsider,insider,"['insider', 'insiders', 'insidern']",insider,m,"['klimainsider', 'klimainsiders', 'klimainsidern']","['Geheimnisträger', 'Insider', 'Esoteriker', 'Eingeweihter', 'jemand mit Einblick', 'aus der Szene', 'Kenner']",[],[],"['corporate executive', 'business executive', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'corporate executive', 'business executive', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein leitender Angestellter eines Unternehmens oder eine andere Person, die Zugang zu privaten Informationen über die Geschäftstätigkeit des Unternehmens hat', None]",[],[],insid,insid,insid,insid,,,,,,[],neutral
klimaintelligenz,intelligenz,"['intelligenzen', 'intelligenz']",intelligenz,f,"['klimaintelligenzen', 'klimaintelligenz']","['Gehirnschmalz', 'Verstand', 'Auffassungsvermögen', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'geistiger Horizont', 'Denkvermögen', 'Intelligenzija', 'Vernunft', 'Erkenntnisfähigkeit', 'Scharfsinnigkeit', 'russische Intelligenz', 'Klugheit', 'Geist', 'Auffassungsgabe', 'Scharfsinn', 'Intelligenz', 'Geisteskraft', 'Aufnahmevermögen']","['Befähigung', '(im) Elfenbeinturm', 'ohne Bodenhaftung', 'Fähigkeit', 'Kompetenz', 'elitär', 'Potential', 'Tauglichkeit', 'Eignung', 'abgehoben', 'Qualifikation', 'Vermögen', 'Potenzial']","['Eignung', 'Fähigkeit', 'Vermögen', 'Kompetenz', 'Tauglichkeit', 'Potenzial', 'Potential', 'Qualifikation', 'Befähigung', 'abgehoben', 'ohne Bodenhaftung', 'elitär', '(im) Elfenbeinturm']","['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Wissen und intellektuelle Fähigkeiten', 'Fähigkeit, abstrakt und vernünftig zu denken und daraus zweckvolles Handeln abzuleiten', None]","['vernunft', 'verstand']","['vernunft', 'verstand']",intelligenz,intelligenz,intelligenz,intelligenz,,,,,,"['vernunft', 'verstand']",neutral
klimairrsinn,irrsinn,"['irrsinns', 'irrsinn', 'irrsinnes']",irrsinn,m,"['klimairrsinns', 'klimairrsinn', 'klimairrsinnes']","['Wahnwitz', 'Verrücktheit', 'Irrsinn', 'Insania', 'Verdrehtheit', 'Hirnrissigkeit', 'Tollheit', 'Wahnsinn', 'Schwachsinn', 'Geistesschwäche', 'Stumpfsinn', 'Fadaise', 'Idiotie', 'Torheit', 'Narrheit']","['Widervernünftigkeit', 'Paralogie', 'Unvernunft', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['play', 'frolic', 'gambol', 'caper', 'romp', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']","['schwachsinn', 'wahnsinn']","['schwachsinn', 'verrücktheit', 'wahnsinn']",irrsinn,irrsinn,irrsin,irrsinn,,,,,,"['schwachsinn', 'verrücktheit', 'wahnsinn']",negative
klimajünger,jünger,"['jüngern', 'jüngers', 'jünger']",jünger,m,"['klimajüngern', 'klimajüngers', 'klimajünger']","['Anhänger', 'Adept', 'Apostel', 'Jünger', 'Getreuer', 'Schüler', 'Gefolgsmann', 'einer der Zwölf', 'Eleve', 'Gefolgsleute', 'Schülerin']",[],[],"['conveyance', 'transport', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['ein großes Transportmittel, das von einem Lastwagen oder einer Zugmaschine gezogen werden kann', '(Neues Testament) einer der ursprünglichen 12 Jünger, die von Christus ausgewählt wurden, um sein Evangelium zu verkünden']",[],[],jung,jünger,jünger,jung,,,,,,[],neutral
klimakabarett,kabarett,"['kabaretten', 'kabarett', 'kabarette', 'kabaretts']",kabarett,n,"['klimakabaretten', 'klimakabarett', 'klimakabarette', 'klimakabaretts']","['Varietee', 'Varieté', 'Varietétheater', 'Kabarett', 'Varieteetheater']","['vorweisen', 'vorzeigen']","['Versuch', 'Vorsatz', 'Unternehmung', 'Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['show', 'amusement', 'entertainment', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['eine Reihe von Auftritten in einem Nachtclub'],[],"['show', 'zirkus']",kabarett,kabarett,kabaret,kabarett,,,,,,"['show', 'zirkus']",neutral
klimakaiserin,kaiserin,"['kaiserin', 'kaiserinnen']",kaiserin,f,"['klimakaiserin', 'klimakaiserinnen']",[],[],[],,person,[],[],[],kaiseri,kaiserin,kaiserin,kaiserin,,,,,,[],neutral
klimakamarilla,kamarilla,"['kamarillen', 'kamarilla']",kamarilla,f,"['klimakamarillen', 'klimakamarilla']",[],[],[],,group,[],[],[],kamarilla,kamarilla,kamarill,kamarilla,,,,,,[],negative
klimakampf,kampf,"['kämpfen', 'kampfes', 'kampfs', 'kampf', 'kämpfe', 'kampfe']",kampf,m,"['klimakämpfen', 'klimakampfes', 'klimakampfs', 'klimakampf', 'klimakämpfe', 'klimakampfe']","['Kampfhandlungen', 'Fight', 'Kampf', 'Propagandafeldzug', 'Gefecht', 'Kreuzzug', 'Runde', 'Treffen', 'Partie', 'Kampfgeschehen', 'Schlacht', 'Bataille', 'Feldzug', 'Waffengang', 'Match', 'Spiel', 'Begegnung', 'Kampagne']","['Risiko eingehen', 'sich aus dem Fenster lehnen', 'in Konflikt geraten', 'entgegenstehen', 'Risiken eingehen', 'mit dem Feuer spielen', 'kollidieren', 'konfligieren', 'zuwiderlaufen', 'sich widersprechen', 'auf schmalem Grat wandern', 'ganz schön mutig sein', 'Schicksal herausfordern', 'etwas riskieren', 'sich trauen', 'sich wagen', 'mutig sein', 'in Konflikt stehen', 'es auf einen Versuch ankommen lassen', 'Risiko auf sich nehmen', 'es darauf ankommen lassen', 'es wissen wollen', 'sich auf dünnem Eis bewegen']","['kollidieren', 'in Konflikt geraten', 'zuwiderlaufen', 'entgegenstehen', 'sich widersprechen', 'konfligieren', 'in Konflikt stehen', 'arbeiten', 'schaffen', 'sich betätigen', 'tätig sein', 'wirken', 'werken']","['conflict', 'fight', 'engagement', 'battle', 'action', 'military action', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['ein Gefecht zwischen zwei Streitkräften', 'der Akt des Kämpfens; jede Auseinandersetzung oder jeder Kampf', 'ein Box- oder Wrestlingkampf']",[],[],kampf,kampf,kampf,kampf,,,,,,[],negative
klimakanzler,kanzler,"['kanzler', 'kanzlers', 'kanzlern']",kanzler,m,"['klimakanzler', 'klimakanzlers', 'klimakanzlern']","['Bundeskanzlerin', 'Kanzlerin', 'Bundeskanzler', 'Kanzler']",[],[],"['cabinet minister', 'minister', 'government minister', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'cabinet minister', 'minister', 'government minister', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['der für die Finanzen zuständige Minister im britischen Kabinett'],['kanzlerin'],['kanzlerin'],kanzl,kanzler,kanzl,kanzl,,,,,"['kanzler', 'kanzlerin']","['kanzlerin', 'kanzler', 'kanzlerin']",neutral
klimakanzlerin,kanzlerin,"['kanzlerin', 'kanzlerinnen']",kanzlerin,f,"['klimakanzlerin', 'klimakanzlerinnen']","['Bundeskanzlerin', 'Kanzlerin', 'Bundeskanzler', 'Kanzler']",[],[],"['cabinet minister', 'minister', 'government minister', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'cabinet minister', 'minister', 'government minister', 'executive director', 'executive', 'decision maker', 'administrator', 'head', 'top dog', 'chief', 'leader', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['der für die Finanzen zuständige Minister im britischen Kabinett'],['kanzler'],['kanzler'],kanzleri,kanzlerin,kanzlerin,kanzlerin,,,,,"['kanzlerin', 'kanzler']","['kanzler', 'kanzlerin', 'kanzler']",neutral
klimakarawane,karawane,"['karawanen', 'karawane']",karawane,f,"['klimakarawanen', 'klimakarawane']","['Konvoi', 'Schlange', 'Karawane', 'Kolonne', 'Fahrzeugkolonne']","['Umzug', 'Festumzug']","['Gruppierung', 'Clusterung', 'Bündelung']","['accompaniment', 'escort', 'protection', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['Geleitschutz auf der Durchreise'],[],[],karawa,karawan,karaw,karawan,,,,,,[],neutral
klimakasteiung,kasteiung,"['kasteiung', 'kasteiungen']",kasteiung,f,"['klimakasteiung', 'klimakasteiungen']","['Kestigung', 'Selbstkasteiung', 'Kasteiung']","['Bestrafung', 'Sanktionierung', 'Strafe', 'Strafmaßnahme', 'Bebußung', 'Züchtigung']","['Strafe', 'Bestrafung', 'Sanktionierung', 'Strafmaßnahme', 'Züchtigung', 'Bebußung']","['penalty', 'penalization', 'punishment', 'penalisation', 'social control', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['freiwillige Selbstbestrafung, um für ein Fehlverhalten zu büßen']",[],[],kasteiung,kasteiung,kasteiung,kasteiung,,,,,,[],negative
klimakataklysmus,kataklysmus,"['kataklysmen', 'kataklysmus']",kataklysmus,m,"['klimakataklysmen', 'klimakataklysmus']","['Kataklysmos', 'Kataklysmus', 'Naturkatastrophe']",[],[],"['geological phenomenon', 'natural phenomenon', 'phenomenon', 'process', 'physical process', 'physical entity', 'entity']",person,['eine plötzliche heftige Veränderung der Erdoberfläche'],[],[],kataklysmu,kataklysmu,kataklysm,kataklysmus,,,,,,[],negative
klimakatastrophentheorie,katastrophentheorie,"['katastrophentheorie', 'katastrophentheorien']",katastrophentheorie,f,"['klimakatastrophentheorie', 'klimakatastrophentheorien']",[],[],[],,abstraction,[],[],[],katastrophentheorie,katastrophentheori,katastrophenth,katastrophentheori,,,,,,[],negative
klimakatechismus,katechismus,"['katechismen', 'katechismus']",katechismus,m,"['klimakatechismen', 'klimakatechismus']",[],[],[],,abstraction,[],[],[],katechismu,katechismu,katechism,katechismus,,,,,,[],negative
klimaketzer,ketzer,"['ketzers', 'ketzern', 'ketzer']",ketzer,m,"['klimaketzers', 'klimaketzern', 'klimaketzer']","['Sektierer', 'Dissident', 'Irrgläubiger', 'Deviationist', 'Häretiker', 'Ketzer', 'Abtrünniger', 'Abweichler', 'Andersdenkender', 'Renegat', 'Abgefallener', 'Apostat', 'anders Denkender']","['jeder beliebige', 'irgendjemand', 'jemand']","['jemand', 'irgendjemand', 'jeder beliebige']","['outcast', 'castaway', 'pariah', 'Ishmael', 'unfortunate person', 'unfortunate', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'outcast', 'castaway', 'pariah', 'Ishmael', 'unfortunate person', 'unfortunate', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die religiöse Überzeugungen vertritt, die dem Dogma der römisch-katholischen Kirche widersprechen']",[],[],ketz,ketzer,ketz,ketz,,,,,,[],neutral
klimakirche,kirche,"['kirchen', 'kirche']",kirche,f,"['klimakirchen', 'klimakirche']","['Religion', 'Weltanschauung', 'Glauben', 'Kirchengebäude', 'Gebetshaus', 'Glaubensrichtung', 'religiöse Überzeugung', 'Gotteshaus', 'Glaube', 'Bethaus', 'Kirche', 'Andachtsgebäude', 'Religionsgemeinschaft']","['Religion', 'Glauben', 'Glaubensrichtung', 'religiöse Überzeugung', 'Glaube', 'Kirche', 'Weltanschauung']","['Glaube', 'Weltanschauung', 'Religion', 'Kirche', 'Glaubensrichtung', 'Glauben', 'religiöse Überzeugung']","['service', 'religious service', 'divine service', 'religious ceremony', 'religious ritual', 'ceremony', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['ein in einem Gotteshaus abgehaltener Gottesdienst', 'ein Ort des öffentlichen (insbesondere christlichen) Gottesdienstes', 'eine Einrichtung zum Ausdruck des Glaubens an eine göttliche Macht']",[],[],kirch,kirch,kirch,kirch,,,,,,[],negative
klimaklamauk,klamauk,"['klamauks', 'klamauk']",klamauk,m,"['klimaklamauks', 'klimaklamauk']","['Hallo', 'Blödelei', 'Slapstick', 'Klamotte', 'platte Komik', 'Remmidemmi', 'Jubel, Trubel, Heiterkeit', 'Trubel', 'grotesker Gag', 'Klamauk', 'Kintopp', 'Ausgelassenheit', 'Situationskomik']","['Witz', 'Komik', 'Humor']","['Humor', 'Witz', 'Komik']","['comedy', 'drama', 'genre', 'writing style', 'literary genre', 'style', 'expressive style', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine übermütige Komödie mit Verfolgungsjagden, Zusammenstößen und Scherzen', 'ein Ausdruck der Begrüßung']",[],[],klamauk,klamauk,klamauk,klamauk,,,,,,[],neutral
klimaklempner,klempner,"['klempners', 'klempner', 'klempnern']",klempner,m,"['klimaklempners', 'klimaklempner', 'klimaklempnern']","['Rohrverleger', 'Installateur', 'Klempner', 'Flaschner', 'Spengler']",[],[],"['craftsman', 'artificer', 'artisan', 'journeyman', 'skilled workman', 'skilled worker', 'trained worker', 'worker', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'craftsman', 'artificer', 'artisan', 'journeyman', 'skilled workman', 'skilled worker', 'trained worker', 'worker', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Handwerker, der Rohre, Armaturen und Geräte installiert und repariert']",[],[],klemp,klempner,klempn,klempn,,,,,,[],related
