original,second_part,noun_forms,lemma,genus,compound_forms,sim_words,wup_sim_words,related_words,hypernyms,definition,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,similar_words
Klimakampf,Kampf,"['Kämpfen', 'Kampf', 'Kampfes', 'Kämpfe', 'Kampfs', 'Kampfe']",Kampf,m,"['Klimakämpfen', 'Klimakampf', 'Klimakampfes', 'Klimakämpfe', 'Klimakampfs', 'Klimakampfe']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Schlacht', 'Kampfhandlungen', 'Kampfgeschehen', 'Kampf', 'Waffengang', 'Treffen', 'Gefecht', 'Bataille']",,"['ein Gefecht zwischen zwei Streitkräften', 'der Akt des Kämpfens; jede Auseinandersetzung oder jeder Kampf', 'ein Box- oder Wrestlingkampf']",kampf,kampf,kampf,kampf,,,,,[]
Klimakanzler,Kanzler,"['Kanzler', 'Kanzlern', 'Kanzlers']",Kanzler,m,"['Klimakanzler', 'Klimakanzlern', 'Klimakanzlers']",['kanzlerin'],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Kanzler', 'Bundeskanzler', 'Kanzlerin', 'Bundeskanzlerin']",,['der für die Finanzen zuständige Minister im britischen Kabinett'],kanzl,kanzler,kanzl,kanzl,,,,,['kanzlerin']
Klimakanzlerin,Kanzlerin,"['Kanzlerinnen', 'Kanzlerin']",Kanzlerin,f,"['Klimakanzlerinnen', 'Klimakanzlerin']",['kanzler'],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Kanzler', 'Bundeskanzler', 'Kanzlerin', 'Bundeskanzlerin']",,['der für die Finanzen zuständige Minister im britischen Kabinett'],kanzleri,kanzlerin,kanzlerin,kanzlerin,,,,,['kanzler']
Klimakarawane,Karawane,"['Karawane', 'Karawanen']",Karawane,f,"['Klimakarawane', 'Klimakarawanen']",[],[],"['Kolonne', 'Schlange', 'Konvoi', 'Fahrzeugkolonne', 'Karawane']","['Umzug', 'Festumzug']",['Geleitschutz auf der Durchreise'],karawa,karawan,karaw,karawan,,,,,[]
Klimakasteiung,Kasteiung,"['Kasteiung', 'Kasteiungen']",Kasteiung,f,"['Klimakasteiung', 'Klimakasteiungen']",[],[],"['Selbstkasteiung', 'Kasteiung', 'Kestigung']","['Strafe', 'Bestrafung', 'Sanktionierung', 'Strafmaßnahme', 'Züchtigung', 'Bebußung']","['freiwillige Selbstbestrafung, um für ein Fehlverhalten zu büßen']",kasteiung,kasteiung,kasteiung,kasteiung,,,,,[]
Klimakataklysmus,Kataklysmus,"['Kataklysmen', 'Kataklysmus']",Kataklysmus,m,"['Klimakataklysmen', 'Klimakataklysmus']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Kataklysmus', 'Naturkatastrophe', 'Kataklysmos']",,['eine plötzliche heftige Veränderung der Erdoberfläche'],kataklysmu,kataklysmu,kataklysm,kataklysmus,,,,,[]
Klimakatastrophentheorie,Katastrophentheorie,"['Katastrophentheorien', 'Katastrophentheorie']",Katastrophentheorie,f,"['Klimakatastrophentheorien', 'Klimakatastrophentheorie']",[],[],,,[],katastrophentheorie,katastrophentheori,katastrophenth,katastrophentheori,,,,,[]
Klimakatechismus,Katechismus,"['Katechismus', 'Katechismen']",Katechismus,m,"['Klimakatechismus', 'Klimakatechismen']",[],[],,,[],katechismu,katechismu,katechism,katechismus,,,,,[]
Klimaketzer,Ketzer,"['Ketzers', 'Ketzern', 'Ketzer']",Ketzer,m,"['Klimaketzers', 'Klimaketzern', 'Klimaketzer']",[],"['befürworter', 'freund', 'protestler']","['Abweichler', 'Andersdenkender', 'Dissident', 'Sektierer', 'Abtrünniger', 'Renegat', 'Ketzer', 'anders Denkender', 'Deviationist', 'Irrgläubiger', 'Apostat', 'Abgefallener', 'Häretiker']","['jemand', 'irgendjemand', 'jeder beliebige']","['eine Person, die religiöse Überzeugungen vertritt, die dem Dogma der römisch-katholischen Kirche widersprechen']",ketz,ketzer,ketz,ketz,,,,,[]
Klimakirche,Kirche,"['Kirche', 'Kirchen']",Kirche,f,"['Klimakirche', 'Klimakirchen']",[],['religion'],"['Gebetshaus', 'Kirchengebäude', 'Bethaus', 'Gotteshaus', 'Kirche', 'Andachtsgebäude']","['Glaube', 'Weltanschauung', 'Religion', 'Kirche', 'Glaubensrichtung', 'Glauben', 'religiöse Überzeugung']","['ein in einem Gotteshaus abgehaltener Gottesdienst', 'ein Ort des öffentlichen (insbesondere christlichen) Gottesdienstes', 'eine Einrichtung zum Ausdruck des Glaubens an eine göttliche Macht']",kirch,kirch,kirch,kirch,,,,,[]
Klimaklamauk,Klamauk,"['Klamauks', 'Klamauk']",Klamauk,m,"['Klimaklamauks', 'Klimaklamauk']",[],[],"['Klamotte', 'platte Komik', 'grotesker Gag', 'Klamauk', 'Blödelei', 'Kintopp', 'Situationskomik', 'Slapstick']","['Humor', 'Witz', 'Komik']","['eine übermütige Komödie mit Verfolgungsjagden, Zusammenstößen und Scherzen', 'ein Ausdruck der Begrüßung']",klamauk,klamauk,klamauk,klamauk,,,,,[]
Klimaklempner,Klempner,"['Klempners', 'Klempner', 'Klempnern']",Klempner,m,"['Klimaklempners', 'Klimaklempner', 'Klimaklempnern']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Rohrverleger', 'Flaschner', 'Spengler', 'Installateur', 'Klempner']",,"['ein Handwerker, der Rohre, Armaturen und Geräte installiert und repariert']",klemp,klempner,klempn,klempn,,,,,[]
Klimakleriker,Kleriker,"['Kleriker', 'Klerikers', 'Klerikern']",Kleriker,m,"['Klimakleriker', 'Klimaklerikers', 'Klimaklerikern']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kommissar', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Pope', 'Seelsorger', 'Kleriker', 'Geistlicher']",,['ein Mitglied des Klerus und ein geistliches Oberhaupt der christlichen Kirche'],klerik,klerik,klerik,klerik,,,,,[]
Klimakollekte,Kollekte,"['Kollekten', 'Kollekte']",Kollekte,f,"['Klimakollekten', 'Klimakollekte']",[],[],,,[],kollek,kollekt,kollekt,kollekt,,,,,[]
Klimakolonialismus,Kolonialismus,['Kolonialismus'],Kolonialismus,m,['Klimakolonialismus'],[],[],,,[],kolonialismu,kolonialismu,kolonialism,kolonialismus,,,,,[]
Klimakommissar,Kommissar,"['Kommissare', 'Kommissars', 'Kommissar', 'Kommissaren']",Kommissar,m,"['Klimakommissare', 'Klimakommissars', 'Klimakommissar', 'Klimakommissaren']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kompetenz', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Kommissär', 'Kommissar']",,['ein Regierungsbeamter'],kommissar,kommissar,kommiss,kommissar,,,,,[]
Klimakompetenz,Kompetenz,"['Kompetenz', 'Kompetenzen']",Kompetenz,f,"['Klimakompetenz', 'Klimakompetenzen']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'konfusion', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Bereich', 'Verantwortlichkeit', 'Befugnis', 'Verantwortung', 'Verantwortungsbereich', 'Zuständigkeit', 'Kompetenz', 'Obliegenschaft']",,"['Aufmerksamkeit und Leitung, die Verantwortung für die Sicherheit beinhalten', 'Das psychologische Ergebnis von Wahrnehmung, Lernen und Schlussfolgern', 'die Eigenschaft, geeignet zu sein', None, None]",kompetenz,kompetenz,kompetenz,kompetenz,,,,,[]
Klimakonfusion,Konfusion,"['Konfusion', 'Konfusionen']",Konfusion,f,"['Klimakonfusion', 'Klimakonfusionen']",['verwirrung'],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'kontrolle', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Gedankenlosigkeit', 'Verstörtheit', 'Zerfahrenheit', 'Konfusion', 'Verwirrung', 'Zerstreutheit']",,"['ein Gefühl der Peinlichkeit, das einen verwirrt']",konfusio,konfus,konfus,konfusion,,,,,['verwirrung']
Klimakonklave,Konklave,"['Konklaves', 'Konklaven', 'Konklave']",Konklave,n,"['Klimakonklaves', 'Klimakonklaven', 'Klimakonklave']",[],[],"['Papstwahl', 'Konklave']","['Meeting', 'Tagung', 'Symposium', 'Konferenz', 'Kongress']",['eine vertrauliche oder geheime Sitzung'],konklav,konklav,konklav,konklav,,,,,[]
Klimakonsens,Konsens,"['Konsensen', 'Konsenses', 'Konsense', 'Konsens']",Konsens,m,"['Klimakonsensen', 'Klimakonsenses', 'Klimakonsense', 'Klimakonsens']",[],[],"['Zustimmung', 'Übereinstimmung', 'Übereinkommen', 'Harmonie', 'Einigkeit', 'Eintracht', 'Einhelligkeit', 'Einstimmigkeit', 'Konsensus', 'Einmütigkeit', 'Einklang', 'traute Harmonie', 'Konsens', 'Konformität', 'Einvernehmen', 'Konformismus', 'Gleichgestimmtheit']","['Kongruenz', 'Übereinstimmung', 'Deckungsgleichheit']","['Harmonie der Meinungen, Handlungen oder Charaktere von Menschen']",kon,konsen,kons,kons,,,,,[]
Klimakonsortium,Konsortium,"['Konsortien', 'Konsortium', 'Konsortiums']",Konsortium,n,"['Klimakonsortien', 'Klimakonsortium', 'Klimakonsortiums']",[],[],,,[],konsortium,konsortium,konsort,konsortium,,,,,[]
Klimakontrolle,Kontrolle,"['Kontrolle', 'Kontrollen']",Kontrolle,f,"['Klimakontrolle', 'Klimakontrollen']",[],"['apostel', 'argument', 'asyl', 'bankrott', 'bedenken', 'beeinflussung', 'besorgnis', 'betrüger', 'bibel', 'bigotterie', 'bremser', 'chaos', 'dampfer', 'depression', 'dogma', 'dramatik', 'dürre', 'elite', 'erkrankung', 'ernsthaftigkeit', 'establishment', 'fachkraft', 'fanatiker', 'fieber', 'fluch', 'freundin', 'front', 'gefahr', 'gerechtigkeit', 'glaube', 'gnom', 'gott', 'gunst', 'herausforderung', 'hokuspokus', 'ikone', 'insider', 'intelligenz', 'jünger', 'kampf', 'kanzler', 'kanzlerin', 'kataklysmus', 'klage', 'klempner', 'kleriker', 'kommissar', 'kompetenz', 'konfusion', 'krieger', 'kritik', 'kritiker', 'kult', 'königin', 'laie', 'lüge', 'manipulation', 'mantra', 'misere', 'monster', 'nationalismus', 'nonsens', 'notfall', 'notlage', 'orthodoxie', 'panikmache', 'papst', 'pflicht', 'planwirtschaft', 'polemik', 'prediger', 'presse', 'professor', 'propaganda', 'propagandist', 'pseudowissenschaft', 'päckchen', 'realismus', 'scharade', 'schmerz', 'schuld', 'schwindel', 'schwindler', 'schändung', 'sekte', 'skeptiker', 'spinner', 'stopp', 'streit', 'streiter', 'teppich', 'teufel', 'theater', 'tod', 'trash', 'unfähigkeit', 'ungerechtigkeit', 'verleugnung', 'vernunft', 'verstand', 'verteidigung', 'verweigerung', 'verwirrung', 'virus', 'wahn', 'wendehals', 'wirklichkeit', 'zar', 'zerstörer', 'zerstörung', 'zipfel', 'zwang']","['Inspektion', 'Screening', 'Begehung', 'Überprüfung', 'Sichtung', 'Kontrolle']",,"['die Handlung der Inspektion oder Überprüfung', 'eine meist offizielle Abfrage mündlich oder schriftlich in einem Fachgebiet', 'Macht, zu beherrschen oder zu besiegen']",kontroll,kontrol,kontrol,kontroll,,,,,[]
Klimakontroverse,Kontroverse,"['Kontroversen', 'Kontroverse']",Kontroverse,f,"['Klimakontroversen', 'Klimakontroverse']","['diskussion', 'krieg']","['diskussion', 'krieg', 'show']","['Streit', 'Auseinandersetzung', 'Kontroverse', 'Fehde', 'Konflikt']","['Gespräch', 'Austausch', 'Unterhaltung', 'Gedankenaustausch', 'Zwiegespräch', 'Unterredung', 'Diskussion', 'Zwiesprache', 'Konversation', 'Wortwechsel', 'Aussprache', 'Dialog']","['Dialog mit großer Nicht-Übereinstimmung.', 'eine umstrittene Sprechhandlung; ein Streitfall, bei dem starke Meinungsverschiedenheiten herrschen', 'eine Meinungsverschiedenheit']",kontrov,kontrovers,kontrovers,kontrovers,,,,,"['diskussion', 'krieg']"
